Index,MSE,HiddenUnits
241,0.0086871759006509,20
242,0.0061683191837981,20
243,0.0044756097839018,20
244,0.0045528588250535,20
245,0.0060756712463507,20
246,0.0049496519979894,20
247,0.0042557016065183,20
248,0.0042663968196955,20
249,0.0073943245933861,20
250,0.0063245794939428,20
251,0.0051658676550286,20
252,0.007562503863638,20
253,0.015487525646369,20
254,0.015251333967968,20
255,0.010421692326447,20
256,0.0093937258501911,20
257,0.012030119725253,20
258,0.011433473261166,20
259,0.0075749953822605,20
260,0.0073212727279379,20
261,0.01304807541613,20
262,0.0097966593252699,20
263,0.0067388777567238,20
264,0.0065486637172513,20
265,0.0088118709250423,20
266,0.0068774168665994,20
267,0.0049364075466427,20
268,0.0060166559508755,20
269,0.0092464513829491,20
270,0.0080761448109947,20
271,0.0061357249352788,20
272,0.0074960986186639,20
273,0.011659084948356,20
274,0.012445669300196,20
275,0.0063268357393429,20
276,0.007393638236642,20
277,0.013035727852078,20
278,0.010037573708508,20
279,0.0059271106066365,20
280,0.0064460723696034,20
281,0.0093183975568682,20
282,0.00787612544812,20
283,0.0044960062062334,20
284,0.0046333254548541,20
285,0.009314861646914,20
286,0.0088788206565932,20
287,0.0050248789060838,20
288,0.0056370226318386,20
289,0.0080249892365276,20
290,0.0071827838397303,20
291,0.0046265722336377,20
292,0.0055878437170029,20
293,0.0095889443133922,20
294,0.0080467775056999,20
295,0.0056923642401215,20
296,0.0068898987066056,20
297,0.013550762410418,20
298,0.011963892587278,20
299,0.0069440335922501,20
300,0.0073812561736097,20
301,0.01217254724223,20
302,0.012371114213401,20
303,0.0072080237742157,20
304,0.0075242773228453,20
305,0.011673951839599,20
306,0.010225813386705,20
307,0.0055300507769602,20
308,0.0059667965500179,20
309,0.010021009890981,20
310,0.0086694711010163,20
311,0.0063577495922792,20
312,0.0068984933210016,20
313,0.010566184968712,20
314,0.0075095283921109,20
315,0.0047116009873916,20
316,0.0053365823744547,20
317,0.0074640211781967,20
318,0.0077087965665056,20
319,0.0055621701199259,20
320,0.005555418395677,20
321,0.010703195997892,20
322,0.00880085886064,20
323,0.0052096690440991,20
324,0.0073717231341251,20
325,0.013694378448463,20
326,0.013239656469421,20
327,0.0079608131706111,20
328,0.0087341445988998,20
329,0.01582231019765,20
330,0.013046466265346,20
331,0.0076882354451696,20
332,0.0094594225338259,20
333,0.015013606986633,20
334,0.013476911912313,20
335,0.0088210490029847,20
336,0.010369273229724,20
337,0.016581132215344,20
338,0.011501831798567,20
339,0.0070270983666149,20
340,0.0066754223916725,20
341,0.00869715607317,20
342,0.0077442888953059,20
343,0.0062946548034567,20
344,0.0082746342331296,20
345,0.012558653233785,20
346,0.011746471182359,20
347,0.0070394508675426,20
348,0.0076581602436825,20
349,0.0095653311447689,20
350,0.0099523708451325,20
351,0.0057756519483786,20
352,0.0066305084234247,20
353,0.011249938081965,20
354,0.011942408221342,20
355,0.0091161639919628,20
356,0.0110802801866,20
357,0.019101359414529,20
358,0.015195369372437,20
359,0.0083326833078788,20
360,0.0079084863022919,20
361,0.0092195724301562,20
362,0.0070222263384451,20
363,0.0057078499107293,20
364,0.0060195132201628,20
365,0.0087144762290246,20
366,0.0085211169201914,20
367,0.0061927152199965,20
368,0.0072111727619258,20
369,0.01165681699942,20
370,0.011956908779405,20
371,0.0083434942893814,20
372,0.0094183502262751,20
373,0.014011835174268,20
374,0.01084030939625,20
375,0.0081359764011135,20
376,0.0093776885018433,20
377,0.013950059381463,20
378,0.012187212544226,20
379,0.0074240393131171,20
380,0.0085385675315994,20
381,0.013501146954099,20
382,0.010143703442295,20
383,0.0060769589198575,20
384,0.0066320091658244,20
385,0.0091154175112649,20
386,0.008404033657668,20
387,0.0065060232982989,20
388,0.0076259110240251,20
389,0.012823020962731,20
390,0.012320817050842,20
391,0.0088816655015278,20
392,0.010284104302058,20
393,0.017829684367602,20
394,0.018209288634907,20
395,0.011469304257698,20
396,0.014873415853158,20
397,0.024748559891608,20
398,0.02143873817586,20
399,0.01260573020123,20
400,0.01438409771921,20
401,0.021132682169712,20
402,0.013699061747059,20
403,0.0066649394891662,20
404,0.0059949292179236,20
405,0.0086211821869544,20
406,0.0076021658749695,20
407,0.0065253691887958,20
408,0.0074254197574388,20
409,0.0093395059064424,20
410,0.0078209186678108,20
411,0.006046437939276,20
412,0.0071850262493432,20
413,0.011552661609257,20
414,0.010999518621992,20
415,0.0097956436624941,20
416,0.011849188733172,20
417,0.019414068297579,20
418,0.015703320071437,20
419,0.0084643208677243,20
420,0.011017689086778,20
421,0.016266824463157,20
422,0.012162868940115,20
423,0.0068609739787621,20
424,0.0063545810955142,20
425,0.0062886372243004,20
426,0.0052986611488419,20
427,0.0067589968343339,20
428,0.0062987831206119,20
429,0.0074400643351757,20
430,0.0068724796717652,20
431,0.0066101867001966,20
432,0.0067614686710922,20
433,0.010543329491077,20
434,0.0097438374086055,20
435,0.0076791918758224,20
436,0.0095532680742688,20
437,0.014118691398156,20
438,0.012574228354696,20
439,0.0082303132505395,20
440,0.0098771472589168,20
441,0.016153630083288,20
442,0.010962271089214,20
443,0.0054992864273432,20
444,0.005654354373288,20
445,0.0089272374440931,20
446,0.0068789270118966,20
447,0.005528030271387,20
448,0.0058867959609226,20
449,0.007911038607014,20
450,0.0073845020697833,20
451,0.0064264905160105,20
452,0.0064621137314557,20
453,0.0086249036993072,20
454,0.0086801922300446,20
455,0.006643614755281,20
456,0.007026952583273,20
457,0.011166968286565,20
458,0.0099810004747988,20
459,0.0069007808759189,20
460,0.0073655103644791,20
461,0.015891443966358,20
462,0.016779987290728,20
463,0.0088750394531654,20
464,0.0096979487267867,20
465,0.014683199116223,20
466,0.011738587045141,20
467,0.0068629895730857,20
468,0.00677106559803,20
469,0.0096982027023875,20
470,0.010135364314214,20
471,0.007870560151056,20
472,0.0076339981326113,20
473,0.0098363728615568,20
474,0.0081745741505942,20
475,0.006026863240019,20
476,0.0053558326193952,20
477,0.0070589353713781,20
478,0.0057166448241179,20
479,0.0048381592266744,20
480,0.0052562698714429,20
481,0.0075555386879028,20
482,0.0070910176425975,20
483,0.0056051940531203,20
484,0.0069462775041184,20
485,0.01166423874731,20
486,0.0090953451123243,20
487,0.0056739280776862,20
488,0.0064885648905077,20
489,0.0077297906668317,20
490,0.0069124708757768,20
491,0.0053789645893024,20
492,0.0049472579032801,20
493,0.0064250914296761,20
494,0.0051261657205833,20
495,0.0045226664770515,20
496,0.0040602372510657,20
497,0.0057892120615303,20
498,0.0048066450530727,20
499,0.0042338684091879,20
500,0.0050176822848518,20
501,0.008435412505395,20
502,0.0076629915182706,20
503,0.0051816933278599,20
504,0.0051561279821717,20
505,0.0069816590495075,20
506,0.0060739478717542,20
507,0.0043935506374854,20
508,0.0042306431091357,20
509,0.0053910786466448,20
510,0.0044245256426458,20
511,0.0060194136192905,20
512,0.0051604512179534,20
513,0.0043303607363016,20
514,0.0045546766430156,20
515,0.005102177811648,20
516,0.0044064874437572,20
517,0.0050496570856002,20
518,0.0050578026661156,20
519,0.0047247819848107,20
520,0.0052755215299566,20
521,0.0086793012339369,20
522,0.0080485881556187,20
523,0.005318577739691,20
524,0.0062851557494402,20
525,0.008315257043806,20
526,0.0069425713770249,20
527,0.0048511103554128,20
528,0.0046013014898935,20
529,0.0056817669626832,20
530,0.0048926072862971,20
531,0.004881859592948,20
532,0.0046040634013699,20
533,0.0049867331503685,20
534,0.0047683518664227,20
535,0.0053511380220229,20
536,0.0045036772711705,20
537,0.0058490123684881,20
538,0.0051878059838949,20
539,0.004518038898063,20
540,0.0046500245928807,20
541,0.0083788266094949,20
542,0.0068887292828252,20
543,0.0046788063759601,20
544,0.0049690488176413,20
545,0.0082135939324713,20
546,0.0069890036412184,20
547,0.0047654538778731,20
548,0.005116877482325,20
549,0.007823580198171,20
550,0.0058105914432443,20
551,0.0047247511070531,20
552,0.0045937872722206,20
553,0.0051818800698212,20
554,0.0058413925822282,20
555,0.0072694839049005,20
556,0.0062910365195327,20
557,0.005671652814399,20
558,0.0054624769794183,20
559,0.0056787467818519,20
560,0.004780134230084,20
561,0.0058122235634983,20
562,0.005287906348991,20
563,0.0044141416624875,20
564,0.0044067439019698,20
565,0.0055894364190422,20
566,0.0055236488396324,20
567,0.0048681625537143,20
568,0.0043188288426907,20
569,0.0055160213064743,20
570,0.0045495158000661,20
571,0.0057044796052668,20
572,0.0048016329780735,20
573,0.0051376976343387,20
574,0.0052853660076834,20
575,0.0059953957743883,20
576,0.0057957151122089,20
577,0.0085678712126913,20
578,0.0088365318364707,20
579,0.0085240100058969,20
580,0.0096939848863023,20
581,0.011646283693196,20
582,0.0086419303309887,20
583,0.0069579546695279,20
584,0.0057421230426708,20
585,0.0058840369926963,20
586,0.0055666233801621,20
587,0.0044132583265283,20
588,0.0038505642324369,20
589,0.0037409932977213,20
590,0.0037426649713703,20
591,0.004140629107181,20
592,0.0034798554996908,20
593,0.0037650369669641,20
594,0.0042810655282245,20
595,0.0049697983320517,20
596,0.0054416316400056,20
597,0.0089142823175963,20
598,0.0082551934675823,20
599,0.007923659676376,20
600,0.0091411430313373,20
601,0.012088090229461,20
602,0.0087350157977068,20
603,0.0063183141052195,20
604,0.005840163566724,20
605,0.006548501334985,20
606,0.0049784892825203,20
607,0.005250428685979,20
608,0.0040215471130215,20
609,0.0039256687749607,20
610,0.0036430823161744,20
611,0.0037394335508889,20
612,0.0032830203508941,20
613,0.0040157566320006,20
614,0.0045473028551293,20
615,0.0036516814187794,20
616,0.0048263644399275,20
617,0.0088614680581626,20
618,0.0070418223076186,20
619,0.0053720445403716,20
620,0.0075860998578056,20
621,0.011334111365522,20
622,0.0094765457392526,20
623,0.0063733833188217,20
624,0.0054583879026257,20
625,0.0061658078393266,20
626,0.0044828656491948,20
627,0.0046661472354906,20
628,0.0042306971575876,20
629,0.0050029210915484,20
630,0.0047103373281762,20
631,0.0039601177471761,20
632,0.0043460414393081,20
633,0.008246561188617,20
634,0.0075687853710325,20
635,0.0042858907861541,20
636,0.007213366377982,20
637,0.013935554351987,20
638,0.009790787410461,20
639,0.0072077962652911,20
640,0.010625405338345,20
641,0.014223165522145,20
642,0.0090692890098108,20
643,0.0062040428336512,20
644,0.0057494862833414,20
645,0.0074893064532283,20
646,0.0064990728960543,20
647,0.0055036946052019,20
648,0.0054865611624459,20
649,0.0062350897427485,20
650,0.005597866285047,20
651,0.0048658039507659,20
652,0.0041627575790471,20
653,0.0073899223531095,20
654,0.0078912972965336,20
655,0.0062987311803114,20
656,0.0090238617210212,20
657,0.014659564822837,20
658,0.010523959658477,20
659,0.0060491429665785,20
660,0.0051489352931147,20
661,0.0069412126734245,20
662,0.0060790186496352,20
663,0.0051117159242925,20
664,0.0049346475641471,20
665,0.0070678859511887,20
666,0.0054886593239843,20
667,0.0050935452710152,20
668,0.0045373084320674,20
669,0.0050952888096177,20
670,0.005505257998052,20
671,0.005861097893695,20
672,0.0053829931578005,20
673,0.0067628294716379,20
674,0.0058331722924443,20
675,0.004772583501692,20
676,0.0049493895493973,20
677,0.0056278470403257,20
678,0.0049716320263568,20
679,0.0040057652040508,20
680,0.0044954458560711,20
681,0.0064244699007061,20
682,0.0053065607088453,20
683,0.0046683785151599,20
684,0.0051960772058177,20
685,0.0074489019170637,20
686,0.0058274193465866,20
687,0.004739595644036,20
688,0.0048938657532296,20
689,0.0061594786890697,20
690,0.0049343664599104,20
691,0.0053587422622626,20
692,0.0059744118945806,20
693,0.0063324628366356,20
694,0.0068835313708673,20
695,0.0070791942690544,20
696,0.0050526282688499,20
697,0.007457394264005,20
698,0.0066888612763025,20
699,0.0048119494456233,20
700,0.0056135105399037,20
701,0.0092654432894266,20
702,0.0072163786459359,20
703,0.0038566293521752,20
704,0.0040888580827329,20
705,0.005615211664513,20
706,0.0055650245932044,20
707,0.0049775835412193,20
708,0.0051930682266988,20
709,0.0057989937253026,20
710,0.0053992374016843,20
711,0.0054962269497728,20
712,0.0054796939432492,20
713,0.0061107931320932,20
714,0.0077727749842319,20
715,0.010650489332004,20
716,0.0085005105290762,20
717,0.0074402770512999,20
718,0.0065364832699383,20
719,0.0048582388781811,20
720,0.0057702532577217,20
721,0.010389675188374,20
722,0.0094027616486515,20
723,0.0061853960205331,20
724,0.0077537770789188,20
725,0.010297165508221,20
726,0.0074033172257992,20
727,0.0056749196959449,20
728,0.0066426228767295,20
729,0.0095101285975723,20
730,0.007188395360847,20
731,0.0053699183723657,20
732,0.004726564396841,20
733,0.0049848344725414,20
734,0.006448719133583,20
735,0.0090339384052967,20
736,0.0093277281621656,20
737,0.0082961780086653,20
738,0.0077285725799386,20
739,0.0069010740828494,20
740,0.0050424712010719,20
741,0.0073349407402365,20
742,0.0076242775315221,20
743,0.0059899510457557,20
744,0.010083587372795,20
745,0.01566146811696,20
746,0.012102973279702,20
747,0.0090688226736619,20
748,0.011493510051668,20
749,0.016007167788644,20
750,0.010541639763282,20
751,0.0079123588211541,20
752,0.0083711880355872,20
753,0.01012167218965,20
754,0.0070664798001929,20
755,0.007156364639202,20
756,0.0074827320762894,20
757,0.0083880766813036,20
758,0.0077008382423772,20
759,0.0074589413976264,20
760,0.0055214060724234,20
761,0.0071291745241409,20
762,0.005461577522001,20
763,0.004395956812937,20
764,0.0045687294748835,20
765,0.0087047444507517,20
766,0.008893890991921,20
767,0.007207034056213,20
768,0.010341874041943,20
769,0.01269715349972,20
770,0.0094903491927548,20
771,0.0069342388067135,20
772,0.0072674457834487,20
773,0.0088462985490609,20
774,0.0082876719821481,20
775,0.007078125513608,20
776,0.0062159684964634,20
777,0.0075814765114304,20
778,0.0068776593374354,20
779,0.0055817645804749,20
780,0.0061039234486682,20
781,0.0088166909451016,20
782,0.0069981214509246,20
783,0.0054524901395404,20
784,0.0066707040823804,20
785,0.010920992963322,20
786,0.0091243822066454,20
787,0.0060288697631563,20
788,0.0062172519043667,20
789,0.0089649669857674,20
790,0.0074798414108298,20
791,0.0058457462477154,20
792,0.0063758607485464,20
793,0.0086501137490791,20
794,0.0070206082055758,20
795,0.0064837229926167,20
796,0.0057445762083992,20
797,0.006599891204299,20
798,0.0062422579110336,20
799,0.0049123704751629,20
800,0.0056497614105832,20
801,0.0089139028157773,20
802,0.0067111343011184,20
803,0.005064596146137,20
804,0.0055493604215417,20
805,0.007258194571923,20
806,0.0057715834589124,20
807,0.0056972863435846,20
808,0.0056617423160497,20
809,0.0062716919120023,20
810,0.0065795902049956,20
811,0.0065828483751182,20
812,0.0060552035893896,20
813,0.0073775201394903,20
814,0.0065823985506492,20
815,0.0054180186165226,20
816,0.006889261562675,20
817,0.011336652590897,20
818,0.011115904673918,20
819,0.0084455976950592,20
820,0.0094299429359343,20
821,0.011316354190528,20
822,0.0075426406140857,20
823,0.0054622749012996,20
824,0.0053859400862308,20
825,0.0065118081833054,20
826,0.0062023550496622,20
827,0.006297459244725,20
828,0.0067077031090781,20
829,0.0073979489780127,20
830,0.010259693090436,20
831,0.014875317368679,20
832,0.012225482697154,20
833,0.0086774549104112,20
834,0.0082024223364707,20
835,0.0073362482612723,20
836,0.0070430637430606,20
837,0.011322773072352,20
838,0.011992693423286,20
839,0.0098466986624085,20
840,0.0095183145700407,20
841,0.012869355242665,20
842,0.0087123877759895,20
843,0.0053261261203909,20
844,0.0056366262301648,20
845,0.0093499378725982,20
846,0.0079799027428006,20
847,0.0056475478395096,20
848,0.0062912152214822,20
849,0.0092216088770194,20
850,0.0070377101474945,20
851,0.0078819742364949,20
852,0.0078693954598289,20
853,0.0090087865509061,20
854,0.0074799057908102,20
855,0.007284205694031,20
856,0.0067570903752131,20
857,0.0084032816250761,20
858,0.0071016545582989,20
859,0.0059277510872584,20
860,0.0064960892693013,20
861,0.0098952296201776,20
862,0.010966606806152,20
863,0.0088326318343495,20
864,0.011165127021354,20
865,0.017900467364019,20
866,0.013236357034711,20
867,0.0087471175702662,20
868,0.0099483750078159,20
869,0.010310271447042,20
870,0.0073280761979103,20
871,0.0060990839148531,20
872,0.0061700960940425,20
873,0.0067986768814345,20
874,0.0055926363391281,20
875,0.0050812359900128,20
876,0.0061837761885723,20
877,0.010818741170496,20
878,0.010288894111676,20
879,0.0069433389195951,20
880,0.010571170580576,20
881,0.014874503950237,20
882,0.011466247067226,20
883,0.007875893694229,20
884,0.0091196979009639,20
885,0.012348250930314,20
886,0.010390458734577,20
887,0.0077772565658106,20
888,0.010109604458155,20
889,0.015472037343601,20
890,0.010724780036631,20
891,0.0089016898760904,20
892,0.010325232989569,20
893,0.012566409904591,20
894,0.0095010104158054,20
895,0.0067012908384592,20
896,0.006714644308081,20
897,0.0089956394542345,20
898,0.007618406212536,20
899,0.0065199438768745,20
900,0.00796092645971,20
901,0.011735954430242,20
902,0.009579394839476,20
903,0.0079927466935244,20
904,0.0081887242524033,20
905,0.0095375686667881,20
906,0.0073908310291938,20
907,0.0072971379359373,20
908,0.0085462026563688,20
909,0.010879710538461,20
910,0.01011059965762,20
911,0.0091959031814377,20
912,0.010583574654514,20
913,0.012564426524298,20
914,0.0099365486902448,20
915,0.0067882272455453,20
916,0.0057979657329679,20
917,0.0074696197977626,20
918,0.007545067921315,20
919,0.0063712278702568,20
920,0.008864138389465,20
921,0.014307664369036,20
922,0.0094514093342879,20
923,0.0083481546262934,20
924,0.01003896246341,20
925,0.012650108893001,20
926,0.0087535083271355,20
927,0.0074184072380067,20
928,0.0080247983956821,20
929,0.011277384460836,20
930,0.010482584117273,20
931,0.0079249643802649,20
932,0.008314693807167,20
933,0.009865555197075,20
934,0.0082959704059106,20
935,0.0068638156508207,20
936,0.0077151254908201,20
937,0.0099645434961538,20
938,0.0093369664331352,20
939,0.007962116631501,20
940,0.0090458324935227,20
941,0.01276197100127,20
942,0.01063710499984,20
943,0.0067776497829277,20
944,0.007668834528085,20
945,0.011511070654358,20
946,0.0086414079085027,20
947,0.0068530383004484,20
948,0.0067610833198109,20
949,0.0087452159971299,20
950,0.0077175755359515,20
951,0.0065332819293498,20
952,0.0064806463395185,20
953,0.0083772458502392,20
954,0.0073554246433821,20
955,0.0059890280019854,20
956,0.0059716775198485,20
957,0.0085496316905145,20
958,0.0086334162651856,20
959,0.0057218092320908,20
960,0.0084971749176816,20
961,0.011083852181193,20
962,0.0086806403195936,20
963,0.0061329344644671,20
964,0.0075743238227386,20
965,0.011738016328153,20
966,0.0089096882049699,20
967,0.00597105143179,20
968,0.0081996932717534,20
969,0.013589454451238,20
970,0.011342551960511,20
971,0.0077297203751425,20
972,0.0085857092597586,20
973,0.012181265962149,20
974,0.0094207696444301,20
975,0.0074347301360207,20
976,0.0071287423603739,20
977,0.0093161412729977,20
978,0.0067125672078919,20
979,0.0051227058059224,20
980,0.0054940686796915,20
981,0.00896627063757,20
982,0.0071905648808222,20
983,0.0057087763341274,20
984,0.0076073220498712,20
985,0.011293084356609,20
986,0.0094405338099031,20
987,0.0070830816551632,20
988,0.009242312692981,20
989,0.014459772989547,20
990,0.011899422582809,20
991,0.0097716393587763,20
992,0.010415939241706,20
993,0.011539057230438,20
994,0.0094144612377632,20
995,0.0074550845361936,20
996,0.0081434077412622,20
997,0.010160870188448,20
998,0.0088396493281739,20
999,0.0062670952117929,20
1000,0.0074679717060371,20
1001,0.010221167484306,20
1002,0.01001916220265,20
1003,0.0083607406566765,20
1004,0.01008012165785,20
1005,0.014850377207799,20
1006,0.012162740333673,20
1007,0.0064430837339447,20
1008,0.0066605388865466,20
1009,0.008678958946695,20
1010,0.0064581405320878,20
1011,0.0063990367015303,20
1012,0.0063194342013331,20
1013,0.0089160382107962,20
1014,0.0080758490744958,20
1015,0.0067681746376882,20
1016,0.0064695156235021,20
1017,0.0086439944151102,20
1018,0.0062642987570429,20
1019,0.0058805915437886,20
1020,0.0059331839640292,20
1021,0.0078218517364298,20
1022,0.0073468833400946,20
1023,0.0069372130793185,20
1024,0.0093573894749194,20
1025,0.013725820180691,20
1026,0.011392867039764,20
1027,0.0087127005574239,20
1028,0.0098413160972875,20
1029,0.015631005463825,20
1030,0.010803017597922,20
1031,0.0074376983495417,20
1032,0.0072292693973244,20
1033,0.0097796672295651,20
1034,0.0067512726659902,20
1035,0.0054983997163631,20
1036,0.0053970476936413,20
1037,0.0062962496529587,20
1038,0.0056823278688274,20
1039,0.0053535920013516,20
1040,0.0055643610381149,20
1041,0.0076807491821458,20
1042,0.0074802165429222,20
1043,0.006462240802708,20
1044,0.0091141005032984,20
1045,0.01110558081004,20
1046,0.0076666003161892,20
1047,0.0060649413888834,20
1048,0.0073615258942798,20
1049,0.013548650295948,20
1050,0.010312793512571,20
1051,0.0073700608011317,20
1052,0.0077299667407914,20
1053,0.010608020339013,20
1054,0.0084716932978661,20
1055,0.0056023224810402,20
1056,0.0065825658672699,20
1057,0.010637969738046,20
1058,0.0090613571106784,20
1059,0.0055696828662413,20
1060,0.0083095351965205,20
1061,0.014004837208815,20
1062,0.011197314043966,20
1063,0.0080699680829756,20
1064,0.0095151952350342,20
1065,0.010723145576427,20
1066,0.0065558958990583,20
1067,0.0051950921027051,20
1068,0.0063958136605285,20
1069,0.010331739040967,20
1070,0.0081466400069711,20
1071,0.0070699770507437,20
1072,0.0075746216331726,20
1073,0.010439545844159,20
1074,0.0087287346282844,20
1075,0.0059001034924072,20
1076,0.0060491618521813,20
1077,0.010319789827682,20
1078,0.0085205072497072,20
1079,0.0061943513290724,20
1080,0.0089139174282468,20
1081,0.01275530034285,20
1082,0.010176122582003,20
1083,0.006154867439515,20
1084,0.0068668594643863,20
1085,0.010967935853749,20
1086,0.0084188908253498,20
1087,0.0065963145286173,20
1088,0.0097600150800786,20
1089,0.015029178930947,20
1090,0.010832473937332,20
1091,0.0066938774307852,20
