ValidMSE,Times,TrainMSE,MaxEpoch,LearningRate,HiddenUnits
0.0044004163017907,1,0.0019399657449814,100,9.8887411285872,1
0.0043020443283582,1,0.0012135207620927,100,9.8887411285872,2
0.0039779839509933,1,0.00091389130682227,100,9.8887411285872,3
0.0036931677907688,1,0.0006098014976229,100,23.732978708609,4
0.0037002245392037,1,0.00058303543601322,100,9.8887411285872,5
0.0033949591862552,1,0.0005458019359642,100,23.732978708609,6
0.0035988750630548,1,0.00052741752937897,100,23.732978708609,7
0.0036010689915976,1,0.0004317515547824,100,9.8887411285872,8
0.0033429896773596,1,0.00044829861997893,100,23.732978708609,9
0.002984946036588,1,0.00033944517585286,100,9.8887411285872,10
0.0032196363254596,1,0.00040542094194013,100,9.8887411285872,11
0.0029331451540831,1,0.00037926356499977,100,23.732978708609,12
0.0030815714497968,1,0.00035498465138585,100,23.732978708609,13
0.003026142764352,1,0.00033397330113231,100,9.8887411285872,14
0.003123014486388,1,0.00038910012760772,100,23.732978708609,15
0.0030362441012008,1,0.00039765325430321,100,9.8887411285872,16
0.002931561504849,1,0.00030932876961966,100,23.732978708609,17
0.0033162610885181,1,0.00044910561171119,100,9.8887411285872,18
0.0032095684620585,1,0.00041501471945489,100,23.732978708609,19
0.0029629694404679,1,0.00035009936753045,100,9.8887411285872,20
0.0029956930133602,1,0.00036121048634286,100,9.8887411285872,21
0.0030506678501111,1,0.0003477477300469,100,23.732978708609,22
0.0030233416951738,1,0.00036492418916731,100,23.732978708609,23
0.0029752853676367,1,0.00037020858848402,100,23.732978708609,24
0.002951781434594,1,0.00034619918787959,100,9.8887411285872,25
0.0028939055047631,1,0.00030624838134828,100,9.8887411285872,26
0.003051184545862,1,0.00034619465733886,100,9.8887411285872,27
0.0029805219516536,1,0.00034618170864245,100,9.8887411285872,28
0.0031978436149786,1,0.00041869165157609,100,56.959148900662,29
0.002888475256715,1,0.00031098420576346,100,23.732978708609,30
0.0031959977744713,1,0.00056637351847654,100,23.732978708609,31
0.0030275865975421,1,0.00036573031996351,100,23.732978708609,32
0.0029420238823532,1,0.00036626063908151,100,23.732978708609,33
0.0031625082873913,1,0.0004764347520531,100,23.732978708609,34
0.0029405921067493,1,0.00034193778282248,100,9.8887411285872,35
0.003007294982068,1,0.00035144413854912,100,23.732978708609,36
0.0030195281947551,1,0.0004044325576734,100,23.732978708609,37
0.003134577204947,1,0.00035588449335208,100,23.732978708609,38
0.0029084153422846,1,0.00033402462798053,100,23.732978708609,39
0.003085785818453,1,0.00036893511731853,100,9.8887411285872,40
0.0029643473040906,1,0.00035581135805,100,9.8887411285872,41
0.0029307239503846,1,0.00036282911555295,100,23.732978708609,42
0.0029153663036038,1,0.0003116577823587,100,23.732978708609,43
0.0029617734439047,1,0.00035329877731135,100,23.732978708609,44
0.0029162536260072,1,0.00033057072810165,100,23.732978708609,45
0.0029494099663781,1,0.00033105715379445,100,23.732978708609,46
0.0029254027478877,1,0.00029235916380767,100,23.732978708609,47
0.0029773012824024,1,0.00030750674919265,100,23.732978708609,48
0.003008919754071,1,0.00035591470554367,100,23.732978708609,49
0.0029479917113251,1,0.00034870521501938,100,23.732978708609,50
0.0029574067419822,1,0.00032499537201316,100,23.732978708609,51
0.0030303785561573,1,0.00037271491791646,100,23.732978708609,52
0.0030085500272494,1,0.00034893494355626,100,23.732978708609,53
0.0032522459448192,1,0.00050680918015345,100,23.732978708609,54
0.002908107315611,1,0.00032028694977177,100,9.8887411285872,55
0.0030129116702323,1,0.00036247419105129,100,56.959148900662,56
