ValidMSE,DomainlossTrain,DomainlossValid,DomainLambda,Times,TrainMSE,HiddenUnits
0.008493351932165232,27.631021115927997,27.631021115927997,10.0,2.0,0.0023351218864099996,51.0
0.008552588283576234,27.631021115927997,27.631021115927997,10.0,2.0,0.0023570385122294335,52.0
0.008546521079093499,27.631021115927997,27.631021115927997,10.0,2.0,0.0023453070762052665,53.0
0.008278897237880766,27.631021115128004,27.63102111456567,10.0,2.0,0.0022656545872715332,54.0
0.0083771093129712,27.631021115927997,27.631021115927997,10.0,2.0,0.002292404806455333,55.0
0.008446261091907234,27.631021115927997,27.631021115927997,10.0,2.0,0.0023540216221839333,56.0
0.0085687850479773,27.63102111592367,27.63102111592167,100.0,2.0,0.0023496298332572664,1.0
0.008621876968815168,27.631021115927997,27.631021115927997,100.0,2.0,0.002357710987626467,2.0
0.008611159191216767,27.631021115868332,27.631021115865,100.0,2.0,0.0023563753655307332,3.0
0.0086224200105674,27.631021115927997,27.631021115927997,100.0,2.0,0.002357755175336833,4.0
0.008623309931898299,27.631021115927997,27.631021115927997,100.0,2.0,0.0023577656442665333,5.0
0.008615205779680267,27.631021115927997,27.631021115927997,100.0,2.0,0.0023514313993295336,6.0
0.008616672418353068,27.631021115927997,27.631021115927997,100.0,2.0,0.002355265349746,7.0
0.008285717543093533,27.631021105297332,27.63102110312867,100.0,2.0,0.0023034493244305,8.0
0.0086195133328891,27.631021115927997,27.631021115927997,100.0,2.0,0.0023555250833998333,9.0
0.008608624878903801,27.631021115927997,27.631021115927997,100.0,2.0,0.002353762419068333,10.0
0.0086273735493195,27.631021115927997,27.631021115927997,100.0,2.0,0.0023575840211518,11.0
0.008394407673500833,27.631021115867,27.631021115801,100.0,2.0,0.0023132670757652998,12.0
0.008603071674476968,27.631021115927997,27.631021115927997,100.0,2.0,0.002352954822622833,13.0
0.008248487901072065,27.631021115927997,27.631021115927997,100.0,2.0,0.0023013654399407332,14.0
0.008456431396687433,27.631021115927997,27.631021115927997,100.0,2.0,0.0023255834665366665,15.0
0.008581595957361835,27.631021115927997,27.631021115927997,100.0,2.0,0.002345043912152633,16.0
0.008579859851472834,27.631021115927997,27.631021115927997,100.0,2.0,0.002346827168609933,17.0
0.008588503787685666,27.631021115927997,27.631021115927997,100.0,2.0,0.0023540398503940334,18.0
0.008575093132850034,27.631021115927997,27.631021115927997,100.0,2.0,0.0023421494806160664,19.0
0.008506106477185067,27.631021115926668,27.631021115925666,100.0,2.0,0.0023115062157972334,20.0
0.008253351785515001,27.631021115927997,27.631021115927997,100.0,2.0,0.0022903020520415,21.0
0.0086097263871837,27.631021115927997,27.631021115927997,100.0,2.0,0.0023564429690489334,22.0
0.0085982138018311,27.631021115927997,27.631021115927997,100.0,2.0,0.002340789861559733,23.0
0.008382939732499067,27.631021115927997,27.631021115927997,100.0,2.0,0.0023095911998872332,24.0
0.008282092872366432,27.631021115927997,27.631021115927997,100.0,2.0,0.0022628372738855,25.0
0.008281099170902034,27.631021115927997,27.631021115927997,100.0,2.0,0.0022824431756242,26.0
0.008534948296719835,27.631021115914,27.631021115913665,100.0,2.0,0.0023252873405224337,27.0
0.008416400723150698,27.631021115927997,27.631021115927997,100.0,2.0,0.0022931625440062334,28.0
0.0084903364674703,27.631021115927997,27.631021115927997,100.0,2.0,0.0023281903709366663,29.0
0.008599114649887099,27.631021115927997,27.631021115927997,100.0,2.0,0.0023352406618702332,30.0
0.008529911522961767,27.631021115927997,27.631021115927997,100.0,2.0,0.002347130346919667,31.0
0.008282681876187466,27.631021115927997,27.631021115927997,100.0,2.0,0.0022863828189729,32.0
0.008415644693038434,27.63102109786567,27.631021080951665,100.0,2.0,0.0023007407489708666,33.0
0.008538865949087966,27.631021115927997,27.631021115927997,100.0,2.0,0.002326363595117,34.0
0.008378708653357833,27.631021115927997,27.631021115927997,100.0,2.0,0.0022827370559683337,35.0
0.008449873179153834,27.631021115927997,27.631021115927997,100.0,2.0,0.0023102364953837998,36.0
0.008431945674340434,27.631021115927997,27.631021115927997,100.0,2.0,0.0023117067292711666,37.0
0.008527616189901098,27.631021115927997,27.631021115927997,100.0,2.0,0.0023452275655451668,38.0
0.008401781029827301,27.631021115927997,27.631021115927997,100.0,2.0,0.0022948650350200334,39.0
0.008439645752081334,27.631021115927997,27.631021115927997,100.0,2.0,0.0023069125840444334,40.0
0.008321314018778699,27.631021115927997,27.631021115927997,100.0,2.0,0.0023004487458178663,41.0
0.008466486420799767,27.631021115927997,27.631021115927997,100.0,2.0,0.0023232026997333666,42.0
0.0085929057286413,27.631021115927997,27.631021115927997,100.0,2.0,0.0023449058123826,43.0
0.008366019905244933,27.631021115927997,27.631021115927997,100.0,2.0,0.0022542838092416335,44.0
0.008478216486106166,27.631021115927997,27.631021115927997,100.0,2.0,0.0023178419688259333,45.0
0.008257069241023566,27.631021115927997,27.631021115927997,100.0,2.0,0.0022612232830361337,46.0
0.008072152281557133,27.631021115927997,27.631021115927997,100.0,2.0,0.00223387336925,47.0
