TargetDomLossValid,ValidMSE,SourceDomLossValid,Domainloss,LearningRate,HiddenUnits,DomainLambda,TrainMSE,Times,MaxEpoch
10.11683694120284,0.008622337851803701,2.3036895408017264,12.420526482004439,1.0,2.0,10.0,0.008622337851803701,3.0,50.0
2.0594274383212,0.00861668922696472,22.10482302441964,24.1642504627408,1.0,4.0,10.0,0.00861668922696472,3.0,50.0
27.631021115928995,0.00862325279368536,-6.7908937732379e-13,27.631021115928,1.0,10.0,10.0,0.00862325279368536,3.0,50.0
27.631021115928995,0.008580209090029479,-6.7908937732379e-13,27.631021115928,1.0,20.0,10.0,0.008580209090029479,3.0,50.0
22.104816892743,0.00856839385681686,5.526204014176457,27.6310209069192,1.0,50.0,10.0,0.00856839385681686,3.0,50.0
