HiddenUnits,MSE,Index
20,0.004281944593537,242
20,0.0025240444023389,243
20,0.0025567960409474,244
20,0.00413245755728,245
20,0.0030389456849745,246
20,0.0021851294549398,247
20,0.0024784659371325,248
20,0.0053191577229063,249
20,0.0044175669546917,250
20,0.0033477740021031,251
20,0.0052675302985878,252
20,0.011817081482423,253
20,0.011608842589226,254
20,0.0077761390216594,255
20,0.0070058739193041,256
20,0.0090182717491439,257
20,0.0082994114210098,258
20,0.005133396890843,259
20,0.0048870207784538,260
20,0.0093549152799298,261
20,0.0070085023826289,262
20,0.0045694990931738,263
20,0.0044411544738203,264
20,0.006401298642152,265
20,0.0047366711360141,266
20,0.003189104902061,267
20,0.0042409702201395,268
20,0.0066483527140588,269
20,0.0058391809288993,270
20,0.0043409801992172,271
20,0.0055296044704503,272
20,0.0091306270250673,273
20,0.0097700019480553,274
20,0.0046274196761151,275
20,0.0055319376268334,276
20,0.0099669188533753,277
20,0.0075391387354366,278
20,0.0042939481322766,279
20,0.0046854205883073,280
20,0.0071002174639168,281
20,0.0057777902033594,282
20,0.0028034200234854,283
20,0.0029310647486059,284
20,0.0072247696211629,285
20,0.0069438394743515,286
20,0.0034772436378827,287
20,0.0042800946142393,288
20,0.0063795726689291,289
20,0.0056729262376519,290
20,0.0032127989652475,291
20,0.0040900253979254,292
20,0.007617749064682,293
20,0.006283808303654,294
20,0.0042203050173651,295
20,0.0055646393559404,296
20,0.011106722825997,297
20,0.0095961696101494,298
20,0.0053751662730796,299
20,0.0057829859342373,300
20,0.00953880796867,301
20,0.010113052318322,302
20,0.0059090941923423,303
20,0.0059588340515755,304
20,0.0094536837862247,305
20,0.0082102410282988,306
20,0.004102253146359,307
20,0.0045880400755926,308
20,0.0081471280960686,309
20,0.0070489313092358,310
20,0.0050077954605864,311
20,0.0053561349134733,312
20,0.0083510573897246,313
20,0.0057262850781317,314
20,0.0032473473670861,315
20,0.0038121832588829,316
20,0.0059215335061144,317
20,0.0060719208828618,318
20,0.0040031775907112,319
20,0.0041299655102225,320
20,0.0087516273288414,321
20,0.0072978750972321,322
20,0.0039065071735211,323
20,0.006228421564133,324
20,0.011958814133871,325
20,0.011426680777585,326
20,0.0066649033290527,327
20,0.007067887441782,328
20,0.012066380451607,329
20,0.010046524622334,330
20,0.0057439504600477,331
20,0.0072610173014047,332
20,0.01193534510863,333
20,0.01053072401518,334
20,0.0066288261246486,335
20,0.0086283731865693,336
20,0.012694626512148,337
20,0.0088351609832527,338
20,0.0051714175297454,339
20,0.0047399757201288,340
20,0.0065384366410009,341
20,0.0056525844544735,342
20,0.0045018414454599,343
20,0.0067287970478449,344
20,0.010391991397709,345
20,0.0097179017412422,346
20,0.0056089918286569,347
20,0.0060888823211405,348
20,0.0074020819950196,349
20,0.0074614738855562,350
20,0.0040797064731014,351
20,0.0047878645231003,352
20,0.0085021659202102,353
20,0.0089381649483041,354
20,0.0069539996291002,355
20,0.0087880093237665,356
20,0.015234411521487,357
20,0.012279271000082,358
20,0.0065589946909969,359
20,0.0062918408985207,360
20,0.0074115153626116,361
20,0.0051247205492301,362
20,0.0038370098554926,363
20,0.0041032599085736,364
20,0.0063488370179645,365
20,0.0063234971578144,366
20,0.0043245626935338,367
20,0.0055574614277525,368
20,0.0093667013037908,369
20,0.0092616654967884,370
20,0.0064312665122296,371
20,0.0075721723852611,372
20,0.010895810553478,373
20,0.0081712305500339,374
20,0.0058799790412141,375
20,0.0074019117460454,376
20,0.011132045983345,377
20,0.0097794738779548,378
20,0.0054891570864456,379
20,0.006279143368616,380
20,0.010321219206679,381
20,0.007563700960058,382
20,0.0039893897307239,383
20,0.0044990815078196,384
20,0.006309255826133,385
20,0.005701042604378,386
20,0.0047675919884731,387
20,0.0054906294637763,388
20,0.0095838016722182,389
20,0.0096931350184007,390
20,0.007034579805927,391
20,0.0083306892134813,392
20,0.014475618836244,393
20,0.015235698842582,394
20,0.0096254647006698,395
20,0.012075433152245,396
20,0.019090843178981,397
20,0.015879526903568,398
20,0.0095502318586047,399
20,0.010865427518477,400
20,0.015640662834544,401
20,0.01046440526,402
20,0.004486622322691,403
20,0.0039249246685546,404
20,0.0058042509343381,405
20,0.0051814236566389,406
20,0.004694361284189,407
20,0.0054374896632568,408
20,0.0070794234160916,409
20,0.0060042069258169,410
20,0.0046232359555213,411
20,0.005652337571878,412
20,0.0093255739562741,413
20,0.0083913020328012,414
20,0.0073761932787587,415
20,0.0089455964126458,416
20,0.014623166417184,417
20,0.011968880781531,418
20,0.0063438656544292,419
20,0.0081597372579806,420
20,0.011208066859426,421
20,0.0080259775085402,422
20,0.0043920128187503,423
20,0.0040313298492654,424
20,0.0040995129281948,425
20,0.0033642012338637,426
20,0.0050791175144834,427
20,0.0046901655965673,428
20,0.0055325853806454,429
20,0.0051653844131785,430
20,0.0051646096972593,431
20,0.005318957083836,432
20,0.0087248093434551,433
20,0.0081435286809997,434
20,0.0063087002161764,435
20,0.0080448477284755,436
20,0.011278643313774,437
20,0.010296822244283,438
20,0.0069839577046616,439
20,0.0081105036851809,440
20,0.012996751040169,441
20,0.0091070226762002,442
20,0.0040487965633223,443
20,0.0040925251651294,444
20,0.0069669509530808,445
20,0.0050569039711797,446
20,0.0039838855534279,447
20,0.0044605876897251,448
20,0.006300522699697,449
20,0.0058659171393482,450
20,0.0050500313040769,451
20,0.0050580195378175,452
20,0.0069130439090313,453
20,0.0068544187936169,454
20,0.0051639033292541,455
20,0.0054416289990405,456
20,0.0084911715283028,457
20,0.0075144010531221,458
20,0.0052198568898806,459
20,0.0057673874470695,460
20,0.012967638374577,461
20,0.014025727512135,462
20,0.0071484665642201,463
20,0.0079380798066393,464
20,0.012024963895641,465
20,0.0091424240028101,466
20,0.0052849013639781,467
20,0.0055589865357754,468
20,0.0083871314316831,469
20,0.008447647487742,470
20,0.006569955522084,471
20,0.0062568731245301,472
20,0.0078765293887258,473
20,0.0065040607459405,474
20,0.0047086301662666,475
20,0.003847374925507,476
20,0.0052469221825606,477
20,0.0041562775472453,478
20,0.0031265575783852,479
20,0.0037702525119851,480
20,0.0061208193303357,481
20,0.0057755221128052,482
20,0.0042809310000264,483
20,0.0055725420479695,484
20,0.0093886134229664,485
20,0.0073657165106827,486
20,0.0043847705476182,487
20,0.0050153932222618,488
20,0.0063875762306749,489
20,0.0057732244677403,490
20,0.0041661001241431,491
20,0.0038022187419052,492
20,0.0052564860059056,493
20,0.0040632329930345,494
20,0.0032290714049298,495
20,0.0027403734526123,496
20,0.0046433518621054,497
20,0.0035065148209979,498
20,0.0028801378405385,499
20,0.0040395986606111,500
20,0.0073637377548669,501
20,0.0068946977413338,502
20,0.0042340665286531,503
20,0.0041286475055937,504
20,0.0057959525961829,505
20,0.0050266166592444,506
20,0.0032940405271681,507
20,0.0032307132075158,508
20,0.0045128567690952,509
20,0.0033747511214533,510
20,0.0046711706096758,511
20,0.0039622843154808,512
20,0.0032194842768453,513
20,0.0032575239593777,514
20,0.0036777100343,515
20,0.0030742747038262,516
20,0.0039131879298508,517
20,0.0038752030016463,518
20,0.0034772987671316,519
20,0.0043814659295269,520
20,0.0077761853995864,521
20,0.0073582158351517,522
20,0.0049503360430568,523
20,0.0062059592535314,524
20,0.0081403426348592,525
20,0.0069439470158441,526
20,0.0046771014582908,527
20,0.004464235313635,528
20,0.0055024792548339,529
20,0.0044683261501372,530
20,0.0039970335326342,531
20,0.0036642375148274,532
20,0.0043558415878547,533
20,0.0038654078859904,534
20,0.0040005061664819,535
20,0.003170288898987,536
20,0.0055079180728916,537
20,0.0048638234305426,538
20,0.0036519144454611,539
20,0.0040795022630587,540
20,0.0086393153309406,541
20,0.0071959102459694,542
20,0.0046063861627941,543
20,0.0051738330603463,544
20,0.0087009112544485,545
20,0.007653985343216,546
20,0.0047829019918121,547
20,0.0052828858535671,548
20,0.0081079345655544,549
20,0.0058669063080733,550
20,0.0038719403281994,551
20,0.0037289970876614,552
20,0.0047739531609463,553
20,0.0050528262802072,554
20,0.005949320300173,555
20,0.0050158328435345,556
20,0.0049124354182538,557
20,0.0046374875260062,558
20,0.0047534075289686,559
20,0.0043169327531031,560
20,0.0061206233125328,561
20,0.0055805041620947,562
20,0.0043071139552858,563
20,0.004389739812825,564
20,0.0058945264954874,565
20,0.0057617054818489,566
20,0.0044710253273584,567
20,0.0040598100981233,568
20,0.0058542951250415,569
20,0.0043469223176849,570
20,0.0046190383661595,571
20,0.0040129757560802,572
20,0.0048497620614678,573
20,0.0049301714799626,574
20,0.0053753880388024,575
20,0.0054201560820107,576
20,0.00842326012292,577
20,0.0087870425212432,578
20,0.0081647300629782,579
20,0.0093169646276658,580
20,0.011284618133936,581
20,0.0087141604151218,582
20,0.0067940299339798,583
20,0.005759738564476,584
20,0.0061165670568538,585
20,0.0056879898136502,586
20,0.0037399884665172,587
20,0.0028971886502931,588
20,0.0037037958998037,589
20,0.0036804436910178,590
20,0.0033818522985853,591
20,0.0030545570468199,592
20,0.0037021834302087,593
20,0.0041618238954532,594
20,0.004463872978681,595
20,0.0054898591955862,596
20,0.0093110752115417,597
20,0.008540785177689,598
20,0.0080496860876944,599
20,0.0095708574516671,600
20,0.012212459006163,601
20,0.0090746505908938,602
20,0.0063105661272958,603
20,0.0060387380782237,604
20,0.0074853665851072,605
20,0.0050358163203199,606
20,0.0042036247062363,607
20,0.0034472579384858,608
20,0.0040983609350635,609
20,0.0034723281207154,610
20,0.0030032947441794,611
20,0.0027862826336884,612
20,0.0043129461951021,613
20,0.0049543790962124,614
20,0.0035192772384111,615
20,0.0053038072798437,616
20,0.0094742305276619,617
20,0.0076153675081681,618
20,0.0053122421785645,619
20,0.0078025415653943,620
20,0.011407204433774,621
20,0.0092910455200936,622
20,0.0061284035487554,623
20,0.0053668627293625,624
20,0.0065401220046642,625
20,0.0043278047762368,626
20,0.0037354786834004,627
20,0.0035228162229586,628
20,0.0047752819434169,629
20,0.0041892945653089,630
20,0.0032620601140001,631
20,0.0040006613057888,632
20,0.0081366831354222,633
20,0.0078933314352588,634
20,0.0042719516709824,635
20,0.0072289759649843,636
20,0.013320765980225,637
20,0.0099141282531118,638
20,0.0071524293953746,639
20,0.0102675146255,640
20,0.013420749096322,641
20,0.0089022305136409,642
20,0.0056440880715302,643
20,0.0051360291698696,644
20,0.0070953595669515,645
20,0.0060538090615809,646
20,0.0045010220331795,647
20,0.0045261262887371,648
20,0.0054591771120701,649
20,0.0047281548283709,650
20,0.0038993532619188,651
20,0.0034535883109433,652
20,0.0069052826864715,653
20,0.0072622096738836,654
20,0.00592653113511,655
20,0.0078741134013096,656
20,0.012751515896972,657
20,0.0094088086694867,658
20,0.0055197435281856,659
20,0.0047246492487238,660
20,0.0066985405797455,661
20,0.0057520441615037,662
20,0.0045785557991651,663
20,0.0046265200977261,664
20,0.0072525842665007,665
20,0.0054108895812669,666
20,0.0040860814625223,667
20,0.0038188827910923,668
20,0.0044937356812767,669
20,0.0046651112388256,670
20,0.0048080036209971,671
20,0.004223364845353,672
20,0.0056725201066203,673
20,0.0050206952906692,674
20,0.0037046470237479,675
20,0.0042418200999,676
20,0.0050804927170491,677
20,0.0042506644455402,678
20,0.00300827101654,679
20,0.003720292826823,680
20,0.005624723152017,681
20,0.0045629769935146,682
20,0.0037406497437576,683
20,0.004671877229739,684
20,0.0067355650084224,685
20,0.0050717592869163,686
20,0.0039104176119189,687
20,0.0041133158729974,688
20,0.0052447457463803,689
20,0.0038211060035034,690
20,0.0038934456289155,691
20,0.004170191854634,692
20,0.0042475960822768,693
20,0.0046541401708959,694
20,0.0048790037133543,695
20,0.0037534404315406,696
20,0.0067072624165803,697
20,0.0059271681539382,698
20,0.0042283039392738,699
20,0.005330792811005,700
20,0.008621602462053,701
20,0.0066343916676724,702
20,0.0031970284107425,703
20,0.0034902517399971,704
20,0.005255587491593,705
20,0.0051236945784128,706
20,0.0042091069033988,707
20,0.0046154296355492,708
20,0.0050997950802098,709
20,0.0041418349337824,710
20,0.0038729194260095,711
20,0.0038499153061603,712
20,0.0041311955702458,713
20,0.0056985138664426,714
20,0.0088040078372766,715
20,0.0065758544961824,716
20,0.0057373459754956,717
20,0.0054550260065725,718
20,0.0038840775032765,719
20,0.0052229659675584,720
20,0.0095849905786419,721
20,0.0087297461449707,722
20,0.0057033675003756,723
20,0.0070133625359781,724
20,0.0084453071617775,725
20,0.0061736347121099,726
20,0.0045694870817947,727
20,0.0053573760943326,728
20,0.0078617315783742,729
20,0.0057428253557726,730
20,0.0039849151309728,731
20,0.0032860031621763,732
20,0.0034165403802499,733
20,0.0043672514613628,734
20,0.0066473360652059,735
20,0.0068886089019875,736
20,0.0058862909491891,737
20,0.0057090607944291,738
20,0.0052831484198324,739
20,0.0038872607341212,740
20,0.0061444432539691,741
20,0.0064196114053548,742
20,0.0049391644985196,743
20,0.0079796101947242,744
20,0.011970788191491,745
20,0.0095619178207152,746
20,0.0072368320782357,747
20,0.0090717453765517,748
20,0.012721274083763,749
20,0.0089060487087158,750
20,0.0065636807736893,751
20,0.0070055097616237,752
20,0.0088408611770721,753
20,0.005574834531969,754
20,0.0051154895998772,755
20,0.0052702416491635,756
20,0.0059300291846338,757
20,0.0051215400092648,758
20,0.0052595741910415,759
20,0.0034843787735204,760
20,0.0048618874270904,761
20,0.003537270944605,762
20,0.0026238422359611,763
20,0.0029793232731268,764
20,0.0068695531991677,765
20,0.0068306894460511,766
20,0.0054069378795348,767
20,0.0078959789493097,768
20,0.0095415893990828,769
20,0.0072231257061995,770
20,0.0053396237121494,771
20,0.0055452906906112,772
20,0.0069401449350862,773
20,0.0064409122234324,774
20,0.0052383406042604,775
20,0.0046589630240387,776
20,0.0061073350139358,777
20,0.0053935349070919,778
20,0.004080978217647,779
20,0.0047597617035924,780
20,0.0071387143107803,781
20,0.0052965876691933,782
20,0.0041623409269037,783
20,0.0051735387282924,784
20,0.0086611042452757,785
20,0.0075054153128127,786
20,0.0044233685477,787
20,0.0043583437945892,788
20,0.00658325186433,789
20,0.0053416028919216,790
20,0.0038572126586982,791
20,0.0044398685254997,792
20,0.0066233472377641,793
20,0.0052620562344502,794
20,0.0048545121826899,795
20,0.0042918226764782,796
20,0.0051666196929241,797
20,0.0048304866271501,798
20,0.0036329589369004,799
20,0.004345478181002,800
20,0.0070675428985762,801
20,0.0049597009545114,802
20,0.003749690541351,803
20,0.0043114101233454,804
20,0.0055134034985043,805
20,0.004177719683677,806
20,0.0036801704983291,807
20,0.003533591064208,808
20,0.003963058352413,809
20,0.0038888389387922,810
20,0.003846965478069,811
20,0.003622361702342,812
20,0.0049552208662327,813
20,0.0045651645720798,814
20,0.0037167692147873,815
20,0.0054351220731703,816
20,0.0089378074534634,817
20,0.0086532351913405,818
20,0.0064403422003628,819
20,0.007316481266696,820
20,0.0088186308343087,821
20,0.0060471421511243,822
20,0.0040374592751473,823
20,0.0039222320241446,824
20,0.0049330749618843,825
20,0.0044053784934119,826
20,0.0040057812507069,827
20,0.0040729891629099,828
20,0.0043354050499403,829
20,0.0066054871469152,830
20,0.011237523732206,831
20,0.0085668606207907,832
20,0.005141945049637,833
20,0.0051113454963212,834
20,0.0048696065503978,835
20,0.0052311248464758,836
20,0.0094257180436347,837
20,0.0097841452885892,838
20,0.0079569867137433,839
20,0.0076200139401007,840
20,0.010054048044165,841
20,0.0065596264226944,842
20,0.0039283543265026,843
20,0.0044233565041722,844
20,0.007557612511296,845
20,0.0067355047332735,846
20,0.0043818003057983,847
20,0.0048857931512147,848
20,0.0076283017777497,849
20,0.0051082556078888,850
20,0.0055370532966496,851
20,0.0054962831184778,852
20,0.0062462937645076,853
20,0.0051103425208407,854
20,0.0049956331536327,855
20,0.0045248752146411,856
20,0.0061041853674611,857
20,0.0051959777303564,858
20,0.0043213481324636,859
20,0.005020903302977,860
20,0.008166473137226,861
20,0.008869343179858,862
20,0.0066774804189909,863
20,0.0076836710325977,864
20,0.012443530363734,865
20,0.0096216304014618,866
20,0.006187818212239,867
20,0.0071538641066901,868
20,0.0075073878853439,869
20,0.0049833279477261,870
20,0.0039596907135478,871
20,0.0042464977299851,872
20,0.0048048281339322,873
20,0.0037240339018586,874
20,0.0031756983769441,875
20,0.00436744725795,876
20,0.0085149611435248,877
20,0.0084912905406674,878
20,0.0050999262102775,879
20,0.0077260892412007,880
20,0.011098189125997,881
20,0.0086999724623212,882
20,0.0057886726294913,883
20,0.0067892181717069,884
20,0.0095960766799148,885
20,0.0081118824125506,886
20,0.0056787058342886,887
20,0.0074332241335694,888
20,0.01091239798871,889
20,0.0076911037285323,890
20,0.0063061079866814,891
20,0.0074145093654956,892
20,0.0093904413951421,893
20,0.006427044947811,894
20,0.0040458689357782,895
20,0.0040748970222969,896
20,0.0056858584472226,897
20,0.004427537934805,898
20,0.003665838209619,899
20,0.0048055777725818,900
20,0.0079332726579377,901
20,0.0065924823009193,902
20,0.0050939923349022,903
20,0.0053275128330131,904
20,0.0065001960049995,905
20,0.0044413083443666,906
20,0.0042002608278063,907
20,0.005070309596515,908
20,0.0069079050566827,909
20,0.0064436132048431,910
20,0.0057619840530269,911
20,0.0068102762577942,912
20,0.0084134518878192,913
20,0.0064358609448212,914
20,0.0040817923469202,915
20,0.0032941875458494,916
20,0.0045901662224481,917
20,0.0045887030129229,918
20,0.0036978406681041,919
20,0.0060276452457715,920
20,0.01028309366179,921
20,0.0064466622402014,922
20,0.0054605370532779,923
20,0.0068525876193585,924
20,0.0092741404579034,925
20,0.0062310483541932,926
20,0.0052227126109737,927
20,0.0060570525672878,928
20,0.0087668351981567,929
20,0.0077279053259587,930
20,0.0055642882581067,931
20,0.0059668401994469,932
20,0.0071051700548386,933
20,0.0058426134975864,934
20,0.0046874281236396,935
20,0.0054448341136392,936
20,0.0070436742137645,937
20,0.0067667105311256,938
20,0.0058288294602683,939
20,0.0068609309853389,940
20,0.009833236900478,941
20,0.0079607683813324,942
20,0.0045889660325543,943
20,0.0054871206849566,944
20,0.0090466134334317,945
20,0.0063432955809467,946
20,0.0046600333239963,947
20,0.0047823157928104,948
20,0.0067349880005718,949
20,0.0056221703813387,950
20,0.004511218400047,951
20,0.0044863098665644,952
20,0.0061774828911967,953
20,0.0053917082973508,954
20,0.0040827457393797,955
20,0.003917001345642,956
20,0.0059783724785523,957
20,0.0063231438152522,958
20,0.0038773493883163,959
20,0.0064936446531928,960
20,0.0082194357415337,961
20,0.0067656688212036,962
20,0.0044553540678618,963
20,0.0057859882357022,964
20,0.0099552280282499,965
20,0.0072368159725497,966
20,0.0044238459757776,967
20,0.0067436033011706,968
20,0.011286375812647,969
20,0.0095166726138413,970
20,0.0060473745530602,971
20,0.0067870152018673,972
20,0.0095075125013352,973
20,0.0071195732231682,974
20,0.0052574489126714,975
20,0.0048992376803428,976
20,0.0070641196197812,977
20,0.0047824441463305,978
20,0.0032024464922484,979
20,0.0038684728054013,980
20,0.0069140959427479,981
20,0.0053595039131912,982
20,0.0038525066636075,983
20,0.0058864752414269,984
20,0.0088843902536125,985
20,0.0074017612225484,986
20,0.0053373622909363,987
20,0.0073590211420913,988
20,0.012067501234589,989
20,0.0099298560676033,990
20,0.0077526999215138,991
20,0.0081540431221168,992
20,0.0091573935157886,993
20,0.0073978121632932,994
20,0.0056447707830545,995
20,0.0064251657791619,996
20,0.0077604125366004,997
20,0.0063536014599158,998
20,0.0041549366476115,999
20,0.005285987476659,1000
20,0.0078541399822609,1001
20,0.0079049964062052,1002
20,0.0066568597959443,1003
20,0.0080569139391663,1004
20,0.012387663868064,1005
20,0.0099098988961335,1006
20,0.0045072825607342,1007
20,0.0044971895896934,1008
20,0.0060527462022566,1009
20,0.0039345548329151,1010
20,0.0037535723474543,1011
20,0.0037400333308294,1012
20,0.0060554260426025,1013
20,0.0056558369628313,1014
20,0.0044489006873898,1015
20,0.0040209244827709,1016
20,0.0058028028660924,1017
20,0.0038171969102008,1018
20,0.0035930926683887,1019
20,0.0035457778769374,1020
20,0.0051025676099902,1021
20,0.0044981770299619,1022
20,0.0043293185533841,1023
20,0.006847348887511,1024
20,0.011101010101794,1025
20,0.0091506243183328,1026
20,0.0067441876064642,1027
20,0.0075843660588207,1028
20,0.012411116885126,1029
20,0.0079801701048347,1030
20,0.005076535411643,1031
20,0.0048120538311077,1032
20,0.0067785893077698,1033
20,0.0040440810554308,1034
20,0.0031183567476205,1035
20,0.0029996894923293,1036
20,0.003514211961059,1037
20,0.0030890026862061,1038
20,0.0031267648089887,1039
20,0.0031534088455943,1040
20,0.0051758237712064,1041
20,0.004982825164922,1042
20,0.0042343338771367,1043
20,0.0066800260290726,1044
20,0.0082627594119418,1045
20,0.0054107143324832,1046
20,0.0040447671834311,1047
20,0.0052745044263846,1048
20,0.01091441690909,1049
20,0.0081959479359625,1050
20,0.0056268900493001,1051
20,0.0061065273867453,1052
20,0.0088267413808507,1053
20,0.006834327635485,1054
20,0.0038543955324321,1055
20,0.0046870038642256,1056
20,0.008159932494687,1057
20,0.0067775559558632,1058
20,0.0037250736995951,1059
20,0.0062181093979097,1060
20,0.010574615749823,1061
20,0.0086367162984555,1062
20,0.0062166819617655,1063
20,0.0076446218230084,1064
20,0.008459603337921,1065
20,0.0047642258036271,1066
20,0.00317967066681,1067
20,0.0046528774339149,1068
20,0.0084556020099952,1069
20,0.0062810224920604,1070
20,0.005149464043268,1071
20,0.0057891293681051,1072
20,0.0082954807385212,1073
20,0.0068804573918794,1074
20,0.0040779050798572,1075
20,0.0043560136327519,1076
20,0.0078852366021746,1077
20,0.0064958023206201,1078
20,0.0043261633947257,1079
