ValidMSE,LearningRate,HiddenUnits,MaxEpoch,ExampleSize,DomainLambda,TrainMSE,ValidDomainloss,TrainDomainloss
0.009772555461627,1,4,100,4934,10,0.0021351180042029,27.631021115928,27.631021115928
0.0098104891580142,1,4,100,4985,10,0.0021560809548683,27.631021115928,27.631021115928
0.0098718407974749,1,4,100,5036,10,0.0021887920902938,27.631021115928,27.631021115928
0.0096994762243259,1,4,100,5087,10,0.0021944952999936,27.631021115928,27.631021115928
0.0094625295509116,1,4,100,5138,10,0.0022064326770871,27.631021115928,27.631021115928
0.0093861046860433,1,4,100,5189,10,0.0022164677263099,27.631021115928,27.631021115928
0.0096297615931,1,4,100,5240,10,0.0022268368113692,27.631021115928,27.631021115928
0.0096782958227689,1,4,100,5291,10,0.0022349045901741,27.631021115928,27.631021115928
0.0090122152440371,1,4,100,5342,10,0.0022266278037562,23.969505921465,23.969509848675
0.0061872641697748,1,4,100,5393,10,0.0014627901648766,27.630971834126,27.631017287288
0.0087290247039618,1,4,100,5444,10,0.0022465860546182,27.631021115928,27.631021115928
0.0091420931079076,1,4,100,5495,10,0.0022390318544876,27.631021115928,27.631021115928
0.0089034942203045,1,4,100,5546,10,0.0022689355942506,27.631021115928,27.631021115928
0.0091213074744922,1,4,100,5597,10,0.0022665190325013,22.20886692154,22.208846960592
0.0090242314723009,1,4,100,5648,10,0.0022879181924017,27.631021115928,27.631021115928
0.0091324231439313,1,4,100,5699,10,0.0022966549510596,27.631021115928,27.631021115928
0.0091043339034785,1,4,100,5750,10,0.0023193893817062,27.631021115928,27.631021115928
0.0090843624341727,1,4,100,5801,10,0.0023174568851669,27.631020666247,27.63102067104
0.0086626494116756,1,4,100,5852,10,0.0023277258079389,17.334656544913,17.334647679561
0.0084645601454196,1,4,100,5903,10,0.0023412487133692,27.631020936865,27.631020936866
0.0084740321929485,1,4,100,5954,10,0.0023576971643791,27.631021115928,27.631021115928
