MSE,Index
0.054308228944534,1
0.052043906211868,2
0.041240862911193,3
0.038713693645211,4
0.050251914362219,5
0.045677710756696,6
0.032852492191452,7
0.033340011563948,8
0.038692975459735,9
0.040538415813438,10
0.032683783749936,11
0.035424682540448,12
0.042209615694183,13
0.041166304230679,14
0.033930380425053,15
0.034524602127293,16
0.044365511591523,17
0.045630443890705,18
0.033553086866748,19
0.035488873587088,20
0.047871670158903,21
0.046839275486809,22
0.038355099617167,23
0.036140264100834,24
0.049953878896586,25
0.046964663678583,26
0.036271397613893,27
0.038576315319302,28
0.04478973728321,29
0.039320186703153,30
0.035771171415793,31
0.03553179931939,32
0.035425786996076,33
0.034671882055806,34
0.033264938032513,35
0.032878167426221,36
0.042247948541887,37
0.0410354067125,38
0.034778937113214,39
0.043656504571537,40
0.054888085584133,41
0.050553528186505,42
0.038070425463179,43
0.038095374035931,44
0.046471912910583,45
0.044583070009839,46
0.042846673413991,47
0.041504452881339,48
0.048092747227011,49
0.045116073917612,50
0.03700702308282,51
0.036238752201145,52
0.046725161415227,53
0.042072230244972,54
0.032739858091533,55
0.033251539402777,56
0.043021011155594,57
0.044842070801687,58
0.033178080745764,59
0.039142894660566,60
0.053589112249404,61
0.05329034500843,62
0.037501309155003,63
0.04378405948333,64
0.054434302687764,65
0.04726176307272,66
0.037245062580995,67
0.037491137326577,68
0.046320808784743,69
0.042547823599014,70
0.034493114017968,71
0.033636555511249,72
0.046094799684153,73
0.047823580473585,74
0.034357236430811,75
0.032973451616351,76
0.04416753372044,77
0.042517781264739,78
0.033014007345515,79
0.039852211107605,80
0.056343864039487,81
0.058171120923044,82
0.042118530724982,83
0.04235236023355,84
0.056785578163064,85
0.048479799122625,86
0.034210303646118,87
0.035125825915636,88
0.044850766103933,89
0.03969273051513,90
0.030201081133332,91
0.030833436562607,92
0.041048838241119,93
0.040527090982641,94
0.031523334788847,95
0.031458630256242,96
0.046494714304472,97
0.046127954331427,98
0.031560673519093,99
0.034842592371537,100
0.050694381614103,101
0.050087500609205,102
0.041472923916874,103
0.047471996074947,104
0.056137091918188,105
0.046453392455333,106
0.037052108138937,107
0.037100292882059,108
0.047223822220649,109
0.036992969000253,110
0.028982890234724,111
0.032313286462815,112
0.040560585563848,113
0.039112311442067,114
0.027922320803333,115
0.029629434359352,116
0.038543127567369,117
0.03839974600784,118
0.031679423677661,119
0.033204203000028,120
0.04544898341684,121
0.042820271678603,122
0.033267490260798,123
0.033612000225254,124
0.041630376449331,125
0.04081001135651,126
0.030287050999522,127
0.031816609619691,128
0.045130407016557,129
0.043189523189126,130
0.029754201090073,131
0.0375190920821,132
0.050419025574518,133
0.043949495743239,134
0.034800492241583,135
0.036933619278388,136
0.044202964506208,137
0.032390862737112,138
0.028409191136241,139
0.029434554525243,140
0.036221184377822,141
0.035651461546673,142
0.036542622027699,143
0.037257465882254,144
0.036999040157397,145
0.031455400221366,146
0.027002572534174,147
0.028621366832003,148
0.045772722278454,149
0.043162919413688,150
0.034056321298733,151
0.040357263453375,152
0.054810817144577,153
0.047461703003482,154
0.031561124799884,155
0.036362268994607,156
0.048710396224298,157
0.04490195822767,158
0.03375086441346,159
0.032431248772413,160
0.042417340348644,161
0.036241257484111,162
0.034795066777171,163
0.034947685507618,164
0.038379949031613,165
0.034754402112136,166
0.027935066341212,167
0.028471030515202,168
0.04926460483819,169
0.041694466109791,170
0.033887698370812,171
0.032607207263949,172
0.042458441862357,173
0.048996250742925,174
0.035761553409843,175
0.040838712036516,176
0.052711375262948,177
0.048227002668462,178
0.036020523297711,179
0.039988876506238,180
0.048864614349472,181
0.042125121651725,182
0.037022829720891,183
0.036417169303949,184
0.037098071038515,185
0.033187197163567,186
0.030131839331375,187
0.03104752572638,188
0.039754492742347,189
0.037623089215799,190
0.030299631631224,191
0.031288994130736,192
0.045049361225846,193
0.040922865641603,194
0.030668239049575,195
0.030956180350738,196
0.049990859337958,197
0.041247094306808,198
0.032634961348124,199
0.037188385992956,200
0.046328437959829,201
0.039088616880608,202
0.035777174069151,203
0.033314693150301,204
0.033878319975593,205
0.029863455458793,206
0.029960308674731,207
0.0284930548149,208
0.031685187323138,209
0.029452954382651,210
0.029481683160244,211
0.030992177954308,212
0.040265305482596,213
0.034708831636018,214
0.030410267947046,215
0.030201890456968,216
0.046466890500742,217
0.038809153136728,218
0.031289998093759,219
0.031390192628072,220
0.033410160842108,221
0.031046466004413,222
0.03670662488906,223
0.03138975237268,224
0.029791618098693,225
0.028585937155368,226
0.029609915032221,227
0.027755083748703,228
0.036228784408797,229
0.033538875083875,230
0.031776243565163,231
0.033445550469715,232
0.043669846153959,233
0.042619935653738,234
0.032582873629293,235
0.035075444763366,236
0.049832215154096,237
0.044080113988211,238
0.033843240920829,239
0.032340776645088,240
0.040251157545027,241
0.033882723008576,242
0.028279398430962,243
0.030183993141949,244
0.033478194404333,245
0.029586282265389,246
0.02880811583151,247
0.031803379104945,248
0.046541175647299,249
0.042742624478296,250
0.033432020412942,251
0.049094043601329,252
0.070142904597612,253
0.065775325057333,254
0.054166608098122,255
0.053266104607822,256
0.061723886341195,257
0.058999733699159,258
0.048249176792264,259
0.046294505046105,260
0.062720849392405,261
0.049264720893036,262
0.035649135060976,263
0.033492712823532,264
0.041378904133322,265
0.03686106530993,266
0.028555187325016,267
0.032035038928215,268
0.052166832219662,269
0.045270534716706,270
0.038678165597269,271
0.048427383695755,272
0.060165180216416,273
0.063200047735068,274
0.043002862678457,275
0.048675672355173,276
0.067404541293515,277
0.056043957743694,278
0.040477109897265,279
0.045654184582184,280
0.052148703699309,281
0.04641117777145,282
0.032108958829083,283
0.033300749591217,284
0.044457990269183,285
0.04101970883879,286
0.029072022980444,287
0.03034607661697,288
0.043063722399528,289
0.040566418580909,290
0.032146848100266,291
0.037750421117447,292
0.053917987016296,293
0.051814880874535,294
0.037424354791901,295
0.039447684593668,296
0.061293221200545,297
0.057820752387334,298
0.042275606165547,299
0.044701110735548,300
0.059777497996738,301
0.054041155486766,302
0.038269771866659,303
0.039773675643697,304
0.04962387412138,305
0.042863646509529,306
0.031892362762652,307
0.034255441517611,308
0.047364123145384,309
0.042755892363019,310
0.034551427614072,311
0.041985158809476,312
0.056797558721259,313
0.047588451414419,314
0.034580867216781,315
0.041039011812274,316
0.045334338440149,317
0.044131299056938,318
0.035167991863597,319
0.035583509315499,320
0.048448469956633,321
0.039456424552808,322
0.031125992198391,323
0.033394670541487,324
0.048412393649589,325
0.049005412997482,326
0.038872342289787,327
0.044392500720162,328
0.069496040577817,329
0.058430912345436,330
0.043642893257883,331
0.050242835127808,332
0.060860140811123,333
0.05723072731446,334
0.045370206152407,335
0.049184589741476,336
0.074926108687307,337
0.055961090325593,338
0.042903960659295,339
0.045618854795483,340
0.051873355381837,341
0.047843523482251,342
0.037216388622954,343
0.039392050691725,344
0.051125204628859,345
0.045726083766198,346
0.033085046268624,347
0.037376175519566,348
0.046147778748678,349
0.049576256979992,350
0.036358608877554,351
0.040507841398953,352
0.05203839401631,353
0.054729320861486,354
0.044800264740713,355
0.047871450407968,356
0.063241250662693,357
0.057960853865599,358
0.04423409268209,359
0.045930152084699,360
0.050549905387198,361
0.047988025130521,362
0.035240454632943,363
0.035309280015376,364
0.0483259301023,365
0.044462564687068,366
0.032022294866145,367
0.037742024699327,368
0.05412253931298,369
0.058523109679065,370
0.046651717810706,371
0.046203739878639,372
0.059151121752523,373
0.05462110051903,374
0.042190458774014,375
0.03894182563477,376
0.052953192978461,377
0.047148043379144,378
0.037036027894437,379
0.046863508735783,380
0.059466124075155,381
0.05283474065019,382
0.04226371686046,383
0.046175917981906,384
0.057481557272507,385
0.056888501449546,386
0.036241222737611,387
0.042088485005055,388
0.0583040716808,389
0.051790880955659,390
0.04272270929666,391
0.046055407987015,392
0.061921566652587,393
0.057921429993345,394
0.047588944976065,395
0.058776003969994,396
0.081484002704965,397
0.080290681660663,398
0.061627887795432,399
0.067012234510442,400
0.078749618332624,401
0.059567175934778,402
0.044154761356413,403
0.044894059177375,404
0.05786897520373,405
0.051376312681974,406
0.040313798772739,407
0.041997987387192,408
0.046308119703433,409
0.036852936619881,410
0.030804243689227,411
0.044486488552191,412
0.061527681006377,413
0.064341672218524,414
0.060634379814231,415
0.068015034497069,416
0.086511766600354,417
0.076411444403941,418
0.055990114528802,419
0.066883847393467,420
0.085834680520681,421
0.07699816580833,422
0.056382236370712,423
0.051134014791991,424
0.047836140417041,425
0.036938847254051,426
0.032984023426305,427
0.032017757481308,428
0.040786217801421,429
0.031973336760945,430
0.030583077349056,431
0.033216770878049,432
0.042617864192555,433
0.038067140170866,434
0.03497039847873,435
0.04013323667429,436
0.054211192032311,437
0.048210311818735,438
0.036019837348853,439
0.04274419866837,440
0.05423340772994,441
0.038577164330468,442
0.030811362495468,443
0.033218816540688,444
0.04420842344628,445
0.038534240239008,446
