TargetDomLossValid,ValidMSE,SourceDomLossValid,Domainloss,DomainLambda,LearningRate,MaxEpoch,HiddenUnits
27.631021115929,0.0085226583309423,-9.7012768189112e-13,27.631021115928,5000,1,200,1
27.631021115929,0.0086211989301152,-9.7012768189112e-13,27.631021115928,5000,1,200,2
27.631021115929,0.0086202759741591,-9.7012768189112e-13,27.631021115928,5000,1,200,3
-1.0000889005818e-12,0.0086210717259937,27.631021115929,27.631021115928,5000,1,200,4
27.631021115929,0.0086188991164308,-9.7012768189112e-13,27.631021115928,5000,1,200,5
-1.0000889005818e-12,0.0086217600365255,27.631021115929,27.631021115928,5000,1,200,6
-1.0000889005818e-12,0.0086206464543156,27.631021115929,27.631021115928,5000,1,200,7
27.631021115929,0.0086220713100009,-9.7012768189112e-13,27.631021115928,5000,1,200,8
-1.0000889005818e-12,0.0086211367686747,27.631021115929,27.631021115928,5000,1,200,9
27.631021115929,0.0086194424147213,-9.7012768189112e-13,27.631021115928,5000,1,200,10
27.631021115929,0.0086153121559209,-9.7012768189112e-13,27.631021115928,5000,1,200,11
27.631021115929,0.0086169362530328,-9.7012768189112e-13,27.631021115928,5000,1,200,12
-1.0000889005818e-12,0.0086189929809844,27.631021115929,27.631021115928,5000,1,200,13
27.631021115929,0.0086209741173166,-9.7012768189112e-13,27.631021115928,5000,1,200,14
-1.0000889005818e-12,0.0086188349540936,27.631021115929,27.631021115928,5000,1,200,15
27.631021115929,0.0086200040215067,-9.7012768189112e-13,27.631021115928,5000,1,200,16
27.631021115929,0.0086167694893119,-9.7012768189112e-13,27.631021115928,5000,1,200,17
27.631021115929,0.0086165981694555,-9.7012768189112e-13,27.631021115928,5000,1,200,18
-1.0000889005818e-12,0.0086182910214735,27.631021115929,27.631021115928,5000,1,200,19
27.631021115929,0.0086210259446499,-9.7012768189112e-13,27.631021115928,5000,1,200,20
-1.0000889005818e-12,0.008618066933588,27.631021115929,27.631021115928,5000,1,200,21
27.631021115929,0.0086173046259343,-9.7012768189112e-13,27.631021115928,5000,1,200,22
27.631021115929,0.0085843763314235,-9.7012768189112e-13,27.631021115928,5000,1,200,23
-1.0000889005818e-12,0.0086161790481036,27.631021115929,27.631021115928,5000,1,200,24
27.631021115929,0.0085936448900209,-9.7012768189112e-13,27.631021115928,5000,1,200,25
27.631021115929,0.0086176259844024,-9.7012768189112e-13,27.631021115928,5000,1,200,26
27.631021115929,0.0086193456952551,-9.7012768189112e-13,27.631021115928,5000,1,200,27
27.631021115929,0.0086242325093509,-9.7012768189112e-13,27.631021115928,5000,1,200,28
-1.0000889005818e-12,0.0086164023674101,27.631021115929,27.631021115928,5000,1,200,29
27.631021115929,0.0086264244113543,-9.7012768189112e-13,27.631021115928,5000,1,200,30
-1.0000889005818e-12,0.0086229338094614,27.631021115929,27.631021115928,5000,1,200,31
27.631021115929,0.0086202739262094,-9.7012768189112e-13,27.631021115928,5000,1,200,32
-1.0000889005818e-12,0.008613990644094,27.631021115929,27.631021115928,5000,1,200,33
-1.0000889005818e-12,0.0086308625868272,27.631021115929,27.631021115928,5000,1,200,34
27.631021115929,0.0086268436855372,-9.7012768189112e-13,27.631021115928,5000,1,200,35
27.631021115929,0.0086141504295397,-9.7012768189112e-13,27.631021115928,5000,1,200,36
27.631021115929,0.0086176208646889,-9.7012768189112e-13,27.631021115928,5000,1,200,37
-1.0000889005818e-12,0.0086144383256706,27.631021115929,27.631021115928,5000,1,200,38
-1.0000889005818e-12,0.0086226332861921,27.631021115929,27.631021115928,5000,1,200,39
-1.0000889005818e-12,0.0086249791309038,27.631021115929,27.631021115928,5000,1,200,40
-1.0000889005818e-12,0.0086122978888006,27.631021115929,27.631021115928,5000,1,200,41
