TargetDomLossValid,ValidMSE,SourceDomLossValid,Domainloss,DomainLambda,LearningRate,MaxEpoch,HiddenUnits
0.69314718055788,0.21292858273078,0.69314718055788,1.3862943611158,1,1,200,1
0.69314718055788,0.15059329243617,0.69314718055788,1.3862943611158,1,1,200,2
0.69314475344913,0.220526156605,0.69314961172883,1.386294365178,1,1,200,3
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,4
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,5
-1.0000889005818e-12,0.36301881985332,27.631021115929,27.631021115928,1,1,200,6
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,7
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,8
-1.0000889005818e-12,0.36301881985332,27.631021115929,27.631021115928,1,1,200,9
-1.0000889005818e-12,0.36301881985332,27.631021115929,27.631021115928,1,1,200,10
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,11
27.631013382669,0.36301881985332,-6.014791627725e-13,27.631013382668,1,1,200,12
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,13
27.631021115929,0.35044528684495,-6.7908937732379e-13,27.631021115928,1,1,200,14
-1.0000889005818e-12,0.36301881985332,27.631021115928,27.631021115927,1,1,200,15
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,16
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,17
-1.0000889005818e-12,0.36301881985332,27.631021115929,27.631021115928,1,1,200,18
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,19
-1.0000889005818e-12,0.36301881985332,27.631021115929,27.631021115928,1,1,200,20
27.629955314677,0.36301881985332,-8.1490725278854e-13,27.629955314676,1,1,200,21
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,22
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,23
-1.0000889005818e-12,0.36301881985332,27.631021115929,27.631021115928,1,1,200,24
-9.9969984142649e-13,0.36301881985332,27.630637282551,27.63063728255,1,1,200,25
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,26
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,27
27.629099654806,0.36301881985332,-8.9736810574929e-13,27.629099654805,1,1,200,28
27.631021115929,0.36301881985332,-6.7908937732379e-13,27.631021115928,1,1,200,29
27.629905016981,0.36301881985332,-8.5856299847364e-13,27.629905016981,1,1,200,30
