TargetDomLossValid,ValidMSE,SourceDomLossValid,Domainloss,DomainLambda,LearningRate,MaxEpoch,HiddenUnits
0.70314762211617,0.052047634249269,0.68327488107881,1.386422503195,1,1,200,1
0.48366788042297,0.03436320083927,0.95846635853757,1.4421342389605,1,1,200,2
0.35253772251307,0.026963770874928,1.213700850237,1.5662385727501,1,1,200,3
0.78147464901182,0.025346402437685,0.61201711193722,1.393491760949,1,1,200,4
0.37498009009546,0.033608521210509,1.1625252900552,1.5375053801507,1,1,200,5
0.76201091232687,0.028564606087227,0.62872309723018,1.3907340095571,1,1,200,6
0.77202822892178,0.029965175458306,0.62003865648654,1.3920668854083,1,1,200,7
0.46224592033886,0.026367976554005,0.99390358246548,1.4561495028043,1,1,200,8
0.72816480972645,0.028287728496063,0.659316022454,1.3874808321804,1,1,200,9
0.63095293501813,0.02569635004759,0.75946934867476,1.3904222836929,1,1,200,10
0.52807093625657,0.026786114801842,0.89097064035684,1.4190415766134,1,1,200,11
0.52330867106896,0.024633362030923,0.89785659700708,1.421165268076,1,1,200,12
1.2096626019725,0.026165548559508,0.35424818270421,1.5639107846767,1,1,200,13
0.34070217486779,0.027227572327452,1.2422776121863,1.5829797870541,1,1,200,14
0.81428948628754,0.028860343286559,0.58511129826216,1.3994007845497,1,1,200,15
0.62147613728118,0.028379906173735,0.77036121017459,1.3918373474558,1,1,200,16
0.50557108055711,0.024781746437793,0.92422624737894,1.4297973279361,1,1,200,17
0.64472249881171,0.024187048959648,0.74404572032903,1.3887682191407,1,1,200,18
0.95451118328782,0.030245166021377,0.48613966747012,1.4406508507579,1,1,200,19
0.54063191758951,0.025504224593456,0.87319465164569,1.4138265692352,1,1,200,20
0.90312284882362,0.027974257711575,0.51971770468163,1.4228405535052,1,1,200,21
0.48841566913747,0.024605362122266,0.95088121621048,1.439296885348,1,1,200,22
0.63993748684436,0.022630301301129,0.74936161251311,1.3892990993575,1,1,200,23
0.83297986490821,0.021969149137565,0.57049160969592,1.4034714746041,1,1,200,24
0.684941510914,0.022333396650777,0.70142575968356,1.3863672705976,1,1,200,25
0.64434010343729,0.027226603911007,0.7444702457932,1.3888103492305,1,1,200,26
0.56013512449958,0.024627757370205,0.84661719217507,1.4067523166747,1,1,200,27
0.6003653717282,0.02316644337493,0.79543292509205,1.3957982968203,1,1,200,28
0.90850976119171,0.023115158612723,0.51605076268936,1.4245605238811,1,1,200,29
0.42626147276471,0.024173648254078,1.0582807561482,1.4845422289129,1,1,200,30
1.2058584773239,0.025810492740685,0.35587224519183,1.5617307225157,1,1,200,31
0.59853955512644,0.022897542007417,0.79766100346182,1.3962005585883,1,1,200,32
0.89239248774511,0.023140688719783,0.52708350820177,1.4194759959469,1,1,200,33
0.78382198488758,0.02888229040645,0.61001794728662,1.3938399321742,1,1,200,34
